Sample ID,Sample Point Description,Longitude,Latitude,Ammonia,Chloride,Fluoride,M-Alkalinity,Nitrate,Phosphate,Sulphate,Chemical Oxygen Demand,Conductivity,pH,E. coli,Quarter
S-FRANKFORT_OXI_P,Final Effluent of Frankfort Oxidation Ponds,28.48800833333333,-27.29095555555556,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,3
S-FRANKFORT_OXI_P,Final Effluent of Frankfort Oxidation Ponds,28.48800833333333,-27.29095555555556,10.0,49,25.0,190,0.3,3.6,36.0,87,66,7.8,215.0,4
S-ORANJEVILLE,Final Effluent of Oranjeville WWTW,28.20992222222222,-26.97973888888889,5.0,31,0.11,82,13.0,3.4,29.0,36,45,7.4,1.63,1
S-ORANJEVILLE,Final Effluent of Oranjeville WWTW,28.20992222222222,-26.97973888888889,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,2
S-ORANJEVILLE,Final Effluent of Oranjeville WWTW,28.20992222222222,-26.97973888888889,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,3
S-ORANJEVILLE,Final Effluent of Oranjeville WWTW,28.20992222222222,-26.97973888888889,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,4
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,24.0,42,0.4,150,0.05,3.7,23.0,210,71,7.5,-9999.0,1
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,15.0,58,0.4,310,0.12,2.0,44.0,97,77,7.0,-9999.0,2
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,19.0,42,0.4,405,0.05,3.5,34.0,155,73,7.2,-9999.0,3
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,27.0,38,0.31,175,0.19,2.7,30.0,235,76,7.0,-9999.0,4
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,1
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,2
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,3
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,4.0,30,0.28,130,7.3,1.9,39.0,28,49,7.7,365.0,4
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,15.0,74,0.3,270,1.8,2.9,56.0,125,91,7.7,145350.0,1
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,2
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,3
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,4
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.25,5,0.29,67,0.51,0.1,27.0,16,21,7.6,50.0,1
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.2,5,0.22,62,0.83,0.11,34.0,18,22,7.4,7.0,2
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.2,5,0.31,64,1.0,0.08,34.0,20,18,8.1,3.0,3
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.046,5,0.23,62,2.5,0.1,19.0,16,18,7.9,19.0,4
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.25,5,0.27,63,0.64,0.16,28.0,19,20,7.6,7.0,1
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.2,5,0.24,61,0.92,0.08,29.0,17,21,7.4,4.0,2
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.2,5,0.51,61,2.1,0.08,85.0,17,17,7.9,1.0,3
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.13,5,0.18,63,0.79,0.06,14.0,16,22,7.3,3.0,4
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,4.5,5,0.21,58,0.46,0.4,18.0,23,18,7.4,3.0,1
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.2,5,0.28,62,0.91,0.11,19.0,16,16,8.1,5.0,2
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.046,5,0.18,61,0.38,0.06,11.0,14,16,7.8,3.0,3
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.25,5,0.23,59,0.23,0.1,14.0,16,16,7.6,-9999.0,4
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.2,5,0.25,61,0.74,0.13,22.0,17,22,7.2,2.0,1
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.25,5,0.48,69,0.67,0.12,22.0,20,21,8.0,5.0,2
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.18,5,0.25,85,0.31,0.06,25.0,21,24,8.1,11.0,3
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.2,5,0.34,65,0.59,0.13,28.0,28,21,7.4,13.0,4
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.18,5,0.31,105,0.58,0.08,24.0,25,31,7.5,-9999.0,1
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.25,13,0.3,150,0.96,0.19,34.0,25,36,8.5,-9999.0,2
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.2,5,0.23,125,0.38,0.08,28.0,17,30,8.0,-9999.0,3
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.25,5,0.3,75,0.31,0.23,21.0,28,23,7.2,-9999.0,4
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.25,5,0.3,160,0.42,0.14,30.0,18,39,8.4,-9999.0,1
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.2,5,0.25,135,0.78,0.08,26.0,21,34,7.7,-9999.0,2
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,2.5,30,0.36,97,0.34,0.82,44.0,32,28,7.4,-9999.0,3
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.18,11,0.26,115,0.9,0.08,34.0,25,33,7.9,-9999.0,4
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.59,5,0.14,140,0.12,0.08,5.0,28,36,8.0,-9999.0,1
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.25,12,0.3,210,0.14,0.19,45.0,7,47,8.4,-9999.0,2
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.2,5,0.22,165,0.1,0.12,34.0,5,40,8.2,-9999.0,3
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.25,5,0.27,87,0.05,0.15,22.0,21,24,7.6,-9999.0,4
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.25,5,0.22,48,0.05,0.2,14.0,20,16,7.0,-9999.0,1
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,2
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.25,5,0.14,75,0.05,0.16,22.0,9,20,7.8,-9999.0,3
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.2,11,0.14,96,0.15,0.02,23.0,5,25,7.8,-9999.0,4
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.18,12,0.42,135,2.6,0.06,33.0,22,37,8.0,44.0,1
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.69,15,0.36,170,0.41,0.24,25.0,18,43,8.3,89.0,2
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.2,5,0.26,120,0.52,0.11,28.0,16,31,7.8,27.0,3
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.25,5,0.22,48,0.05,0.2,14.0,20,16,7.0,25.0,4
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.2,5,0.08,50,0.42,0.1,8.0,5,11,7.4,84.0,1
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.2,5,0.18,53,0.33,0.08,7.0,16,14,7.3,-9999.0,2
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.25,5,0.19,46,0.36,0.1,7.0,9,11,7.4,290.0,3
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.18,5,0.25,56,2.5,0.06,18.0,9,14,7.6,-9999.0,4
