Sample ID,Sample Point Description,Longitude,Latitude,Ammonia,Chloride,Fluoride,M-Alkalinity,Nitrate,Phosphate,Sulphate,Chemical Oxygen Demand,Conductivity,pH,E. coli,Quarter
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.05,11.0,0.34,71,0.25,0.05,24,18,25,7.9,11,4
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.05,11.0,0.35,71,0.25,0.05,26,20,25,7.5,3,1
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.05,11.0,0.33,65,0.7,0.05,21,16,20,7.8,-9999,2
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.05,9.0,0.34,61,0.56,0.05,23,14,24,7.5,-9999,3
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.05,10.0,0.36,65,0.51,0.05,23,20,20,7.9,95,4
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.15,8.0,0.27,57,0.58,0.26,17,16,19,7.6,-9999,1
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.05,10.0,0.36,64,-9999.0,0.05,20,19,21,7.5,11,2
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.05,10.0,0.26,63,0.51,0.05,17,17,19,7.9,-9999,3
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.13,8.0,0.37,63,0.25,0.05,19,22,19,8.0,22,4
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina,28.25004444444444,-26.89110833333333,0.14,12.0,0.49,69,0.69,0.05,31,29,23,7.7,19,1
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina,28.25004444444444,-26.89110833333333,0.05,13.0,0.39,57,0.56,0.05,31,20,24,7.6,-9999,2
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina,28.25004444444444,-26.89110833333333,0.05,16.0,0.33,68,0.25,0.05,31,20,24,8.0,-9999,3
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina,28.25004444444444,-26.89110833333333,0.05,16.0,0.43,70,0.66,0.05,36,23,31,7.5,19,4
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.05,17.0,0.32,138,0.25,0.05,37,25,43,8.1,-9999,1
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.05,15.0,0.39,78,0.25,0.05,29,-9999,27,8.0,-9999,2
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.05,12.0,0.38,71,0.25,0.05,26,22,26,7.5,-9999,3
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.11,17.0,0.45,105,0.58,0.05,50,32,37,7.3,-9999,4
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.21,22.0,0.53,91,1.06,0.05,46,45,31,7.9,-9999,1
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.2,23.0,0.4,121,0.25,0.05,41,15,38,7.9,-9999,2
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.05,16.0,0.39,70,0.25,0.05,37,-9999,25,7.5,-9999,3
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.25,13.0,0.49,84,0.63,0.12,29,33,26,7.5,-9999,4
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,7.3,20.0,0.42,63,1.8,1.6,44,31,22,7.2,-9999,1
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.11,16.0,0.35,143,0.25,0.05,43,15,44,8.1,-9999,2
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.05,15.0,0.32,64,0.25,0.05,26,-9999,24,7.9,-9999,3
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.05,12.0,0.29,71,0.25,0.05,19,38,23,7.6,-9999,4
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.15,22.0,0.51,78,0.96,0.05,48,35,30,7.6,13083,1
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.25,27.0,0.45,153,0.25,0.05,48,20,56,7.8,-9999,2
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.05,17.0,0.38,77,0.51,0.05,39,-9999,29,7.6,-9999,3
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.12,13.0,0.43,73,0.62,0.05,28,30,24,7.6,-9999,4
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.26,7.5,0.25,85,0.25,0.05,10,13,31,7.7,-9999,1
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.05,10.0,0.25,72,0.25,0.05,18,-9999,23,7.6,-9999,2
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.05,8.0,0.31,63,0.25,0.05,13,23,18,7.5,563,3
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.05,10.0,0.27,79,0.53,0.05,14,20,23,7.5,1183,4
