Sample ID,Sample Point Description,Longitude,Latitude,Ammonia,Chloride,Fluoride,M-Alkalinity,Nitrate,Phosphate,Sulphate,Chemical Oxygen Demand,Conductivity,pH,E. coli,Quarter
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,25.33,50,0.27,235,1.93,3.0,119,67,77,7.16,562000,3
S-ST_NEW,Standerton Sewage Works,29.23135277777778,-26.9735,18.6,70,0.36,200,1.41,4.4,59,68,76,7.39,810,4
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,0.21,33,0.23,46,4.0,3.4,44,18,49,7.2,1130,1
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,0.1,32,0.18,74,13.0,3.1,49,30,56,7.3,9,2
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,0.5,32,0.26,70,16.47,2.53,36,24,48,7.57,33,3
S-VAAL-MARINA,Final Effluent of Vaal Marina WWTW ,28.21402777777778,-26.88870833333334,0.5,32,0.2,68,12.87,2.97,39,19,40,7.44,2028,4
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,32.17,96,0.34,300,0.12,2.85,60,191,108,7.37,132340,1
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,23.4,83,0.44,246,5.09,4.0,51,89,86,7.4,651420,2
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,26.17,75,0.41,267,2.42,4.48,52,158,95,7.34,1541443,3
S-VILLERS,Final Effluent of Villiers WWTW,28.58941388888889,-27.03178611111111,20.38,68,0.36,225,1.14,2.9,49,106,80,7.43,90947,4
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.34,6,0.3,66,1.03,0.41,11,14,19,7.93,611,1
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.44,5,1.87,66,0.39,0.17,13,14,20,7.91,8,2
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,8.9,23,0.3,57,1.23,0.77,32,11,19,7.34,16,3
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.1,3,0.2,52,0.28,0.05,12,12,17,7.68,13,4
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.41,4,0.27,64,0.37,0.26,9,11,18,7.9,109,1
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.1,6,0.4,62,0.45,0.05,10,11,16,7.93,1,2
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.1,13,0.24,49,2.76,0.19,25,15,13,7.62,8,3
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.1,3,0.2,47,0.58,0.05,10,14,22,7.3,3,4
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.23,5,0.49,49,0.46,0.05,9,15,13,7.98,1,1
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.1,2,0.22,52,0.77,0.28,18,12,14,7.84,4,2
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.29,2,0.23,53,0.16,0.28,15,16,15,7.89,233,3
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.1,13,0.21,42,0.49,0.05,8,13,12,7.53,32,4
VD4I,,28.25004444444444,-26.89110833333333,0.1,13,0.4,113,0.19,0.23,21,17,31,8.07,125,1
VD4I,,28.25004444444444,-26.89110833333333,0.71,15,0.31,96,1.01,6.55,31,22,27,8.16,44,2
VD4I,,28.25004444444444,-26.89110833333333,0.1,10,0.36,86,1.26,0.05,33,17,27,7.75,65,3
VD4I,,28.25004444444444,-26.89110833333333,0.26,10,0.41,86,1.04,0.14,29,20,26,7.94,4,4
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,8.15,33,0.46,127,0.37,0.39,44,22,36,7.82,-9999,1
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.1,25,0.43,132,0.05,0.1,36,19,37,8.0,-9999,2
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,1.2,16,0.34,98,0.45,0.14,33,25,31,7.42,-9999,3
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.1,7,0.35,56,0.28,0.1,23,23,26,7.36,-9999,4
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,10,0.4,94,0.43,0.05,26,28,27,7.88,-9999,1
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,26,0.5,127,6.8,0.05,70,25,40,7.7,-9999,2
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,13,0.27,147,0.05,0.05,29,22,42,8.46,-9999,3
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,27,0.33,66,1.85,0.1,42,33,29,7.48,-9999,4
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.1,6,0.3,91,0.4,0.05,33,26,30,7.53,-9999,1
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.91,21,0.4,218,0.57,0.13,61,19,52,8.67,-9999,2
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.41,10,0.52,193,0.29,0.05,43,18,48,8.48,-9999,3
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.78,9,0.42,72,1.3,0.28,44,18,53,6.02,-9999,4
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.1,19,0.24,127,0.05,0.05,44,22,40,8.28,48,1
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,1.8,15,0.35,94,1.1,0.25,35,29,32,7.53,2790,2
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.3,12,0.25,93,0.53,0.12,29,26,29,7.9,1709,3
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.1,13,0.43,100,0.96,0.18,34,30,31,7.93,507,4
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.1,3,0.33,51,0.64,0.3,8,25,14,7.46,634,1
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.26,2,0.075,42,0.88,0.05,6,14,11,7.58,4056,2
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.71,7,0.2,40,1.16,0.24,9,26,11,7.57,573,3
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.1,9,0.24,44,0.29,0.05,16,21,13,7.46,290,4
